mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__gamma,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__scale_pos_weight,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.698540210723877,0.04240641293810401,0.10123815536499023,0.0031331951520740496,0.9,0.5,0.08,4,5,90,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8615837090963945,0.8838475915369335,0.8467535707219361,0.8742385998205806,0.8631743715811595,0.8659195685514008,0.012524308730188774,56
1.7793414115905761,0.0685032588393521,0.1044386386871338,0.01286849193749592,0.9,0.5,0.08,4,5,90,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8613014232898545,0.883824111864733,0.8451028749707182,0.873123450987059,0.8630384007927892,0.8652780523810307,0.012910259512214141,101
1.7836460590362548,0.05627477232547711,0.12032160758972169,0.028094424850582462,0.9,0.5,0.08,4,5,90,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8615120923885795,0.8831421372871237,0.8471510469480827,0.8729418892660488,0.862603148148337,0.8654700628076343,0.012063179337119954,88
2.1216620445251464,0.05453749944777078,0.10958476066589355,0.0031312115428230505,0.9,0.5,0.08,4,5,110,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8627514708783556,0.8846335473489274,0.8468512249050535,0.8746367814137773,0.8633960576362967,0.8664538164364821,0.012686862323904102,11
1.9711737632751465,0.049750100923669736,0.11002674102783203,0.007143587422261278,0.9,0.5,0.08,4,5,110,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.862140447099364,0.8843069709280492,0.8465885291766704,0.8736567443730926,0.8638272176919656,0.8661039818538283,0.0125709123686516,37
1.992183017730713,0.0635140475763451,0.11876420974731446,0.013655150354489293,0.9,0.5,0.08,4,5,110,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8620730747366459,0.8846295921929495,0.8470795919616577,0.8737842476150353,0.8628638648288465,0.866086074267027,0.012576621950934574,42
2.2527984142303468,0.03159860608923232,0.12546844482421876,0.008360454778464182,0.9,0.5,0.08,4,5,130,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 130, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8628494231253094,0.8836505720151687,0.8462297740548068,0.8755605552079968,0.8637458615147917,0.8664072371836147,0.012712095079938961,15
2.257140350341797,0.0755319383722597,0.13024334907531737,0.00913745289351177,0.9,0.5,0.08,4,5,130,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 130, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8623320439339783,0.8840474661191803,0.8457075147714237,0.8740167272567734,0.8642435616909424,0.8660694627544597,0.012792800771128623,46
2.2570892810821532,0.0861209913433553,0.1243250846862793,0.005757955097919579,0.9,0.5,0.08,4,5,130,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 130, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8623237684181693,0.8846134291208848,0.8460051047840017,0.8740726172599647,0.8633949639418719,0.8660819767049783,0.012897209142829585,44
1.8663869857788087,0.0928350288630318,0.11552467346191406,0.0057559614626338865,0.9,0.5,0.08,5,5,90,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8629929491494247,0.8847812248142523,0.8476535445057345,0.8734660483021794,0.8645614387685612,0.8666910411080304,0.012278378037400797,3
